TIME,GEO,UNIT,PURPOSE,DURATION,PARTNER,Value,Flag and Footnotes
2017,Luxembourg,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Luxembourg,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Luxembourg,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Luxembourg,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Luxembourg,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Luxembourg,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Hungary,Number,Total,1 night or over,Europe,"18,256,351",
2017,Hungary,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"17,691,254",
2017,Hungary,Number,Total,From 1 to 3 nights,Europe,"12,553,975",
2017,Hungary,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"12,134,366",
2017,Hungary,Number,Total,4 nights or over,Europe,"5,702,376",
2017,Hungary,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"5,556,888",
2017,Hungary,Number,Personal reasons,1 night or over,Europe,"17,630,820",
2017,Hungary,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"17,110,599",
2017,Hungary,Number,Personal reasons,From 1 to 3 nights,Europe,"12,036,527",
2017,Hungary,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"11,647,047",
2017,Hungary,Number,Personal reasons,4 nights or over,Europe,"5,594,293",
2017,Hungary,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"5,463,552",
2017,Hungary,Number,"Professional, business",1 night or over,Europe,"625,531",
2017,Hungary,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"580,655",
2017,Hungary,Number,"Professional, business",From 1 to 3 nights,Europe,"517,448",
2017,Hungary,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"487,319",
2017,Hungary,Number,"Professional, business",4 nights or over,Europe,"108,083",
2017,Hungary,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"93,336",
2017,Hungary,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Hungary,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Hungary,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Hungary,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Hungary,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Hungary,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Malta,Number,Total,1 night or over,Europe,"782,609",
2017,Malta,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"763,716",
2017,Malta,Number,Total,From 1 to 3 nights,Europe,"385,065",
2017,Malta,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"381,400",
2017,Malta,Number,Total,4 nights or over,Europe,"397,544",
2017,Malta,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"382,316",
2017,Malta,Number,Personal reasons,1 night or over,Europe,"668,733",
2017,Malta,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"655,306",
2017,Malta,Number,Personal reasons,From 1 to 3 nights,Europe,"312,741",
2017,Malta,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"312,439",
2017,Malta,Number,Personal reasons,4 nights or over,Europe,"355,992",
2017,Malta,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"342,867",
2017,Malta,Number,"Professional, business",1 night or over,Europe,"113,875",
2017,Malta,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"108,410",
2017,Malta,Number,"Professional, business",From 1 to 3 nights,Europe,"72,324",
2017,Malta,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"68,960",
2017,Malta,Number,"Professional, business",4 nights or over,Europe,"41,552",
2017,Malta,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"39,449",
2017,Malta,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Malta,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Malta,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Malta,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Malta,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Malta,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Netherlands,Number,Total,1 night or over,Europe,"42,396,010",
2017,Netherlands,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"41,276,837",
2017,Netherlands,Number,Total,From 1 to 3 nights,Europe,"22,720,915",
2017,Netherlands,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"22,594,517",
2017,Netherlands,Number,Total,4 nights or over,Europe,"19,675,095",
2017,Netherlands,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"18,682,320",
2017,Netherlands,Number,Personal reasons,1 night or over,Europe,"39,195,398",
2017,Netherlands,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"38,130,061",
2017,Netherlands,Number,Personal reasons,From 1 to 3 nights,Europe,"20,073,252",
2017,Netherlands,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"19,990,852",
2017,Netherlands,Number,Personal reasons,4 nights or over,Europe,"19,122,146",
2017,Netherlands,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"18,139,209",
2017,Netherlands,Number,"Professional, business",1 night or over,Europe,"3,200,612",
2017,Netherlands,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"3,146,776",
2017,Netherlands,Number,"Professional, business",From 1 to 3 nights,Europe,"2,647,663",
2017,Netherlands,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,603,665",
2017,Netherlands,Number,"Professional, business",4 nights or over,Europe,"552,949",
2017,Netherlands,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"543,111",
2017,Netherlands,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Netherlands,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Netherlands,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Netherlands,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Netherlands,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Netherlands,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Austria,Number,Total,1 night or over,Europe,"22,163,636",
2017,Austria,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"21,274,287",
2017,Austria,Number,Total,From 1 to 3 nights,Europe,"12,640,787",
2017,Austria,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"12,340,309",
2017,Austria,Number,Total,4 nights or over,Europe,"9,522,849",
2017,Austria,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"8,933,978",
2017,Austria,Number,Personal reasons,1 night or over,Europe,"18,829,075",
2017,Austria,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"18,097,591",
2017,Austria,Number,Personal reasons,From 1 to 3 nights,Europe,"9,966,565",
2017,Austria,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"9,776,443",
2017,Austria,Number,Personal reasons,4 nights or over,Europe,"8,862,510",
2017,Austria,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"8,321,148",
2017,Austria,Number,"Professional, business",1 night or over,Europe,"3,334,561",
2017,Austria,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"3,176,696",
2017,Austria,Number,"Professional, business",From 1 to 3 nights,Europe,"2,674,222",
2017,Austria,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,563,866",
2017,Austria,Number,"Professional, business",4 nights or over,Europe,"660,340",
2017,Austria,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"612,830",
2017,Austria,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Austria,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Austria,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Austria,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Austria,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Austria,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Poland,Number,Total,1 night or over,Europe,"57,112,844",
2017,Poland,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"56,103,908",
2017,Poland,Number,Total,From 1 to 3 nights,Europe,"30,350,703",
2017,Poland,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"30,161,594",
2017,Poland,Number,Total,4 nights or over,Europe,"26,762,141",
2017,Poland,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"25,942,314",
2017,Poland,Number,Personal reasons,1 night or over,Europe,"54,446,856",
2017,Poland,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"53,525,439",
2017,Poland,Number,Personal reasons,From 1 to 3 nights,Europe,"28,670,624",
2017,Poland,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"28,515,026",
2017,Poland,Number,Personal reasons,4 nights or over,Europe,"25,776,232",
2017,Poland,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"25,010,413",
2017,Poland,Number,"Professional, business",1 night or over,Europe,"2,665,988",
2017,Poland,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"2,578,469",
2017,Poland,Number,"Professional, business",From 1 to 3 nights,Europe,"1,680,079",
2017,Poland,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,646,569",
2017,Poland,Number,"Professional, business",4 nights or over,Europe,"985,909",
2017,Poland,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"931,901",
2017,Poland,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Poland,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Poland,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Poland,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Poland,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Poland,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Portugal,Number,Total,1 night or over,Europe,"17,147,341",
2017,Portugal,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"17,037,942",
2017,Portugal,Number,Total,From 1 to 3 nights,Europe,"12,229,872",
2017,Portugal,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"12,211,620",
2017,Portugal,Number,Total,4 nights or over,Europe,"4,917,468",
2017,Portugal,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"4,826,322",
2017,Portugal,Number,Personal reasons,1 night or over,Europe,"15,760,960",
2017,Portugal,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"15,667,121",
2017,Portugal,Number,Personal reasons,From 1 to 3 nights,Europe,"11,156,005",
2017,Portugal,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"11,146,913",
2017,Portugal,Number,Personal reasons,4 nights or over,Europe,"4,604,955",
2017,Portugal,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"4,520,208",
2017,Portugal,Number,"Professional, business",1 night or over,Europe,"1,386,381",
2017,Portugal,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"1,370,821",
2017,Portugal,Number,"Professional, business",From 1 to 3 nights,Europe,"1,073,867",
2017,Portugal,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,064,708",
2017,Portugal,Number,"Professional, business",4 nights or over,Europe,"312,513",
2017,Portugal,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"306,114",
2017,Portugal,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Portugal,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Portugal,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Portugal,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Portugal,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Portugal,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Romania,Number,Total,1 night or over,Europe,"17,873,815",
2017,Romania,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"17,813,704",
2017,Romania,Number,Total,From 1 to 3 nights,Europe,"11,288,010",
2017,Romania,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"11,273,663",
2017,Romania,Number,Total,4 nights or over,Europe,"6,585,806",
2017,Romania,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"6,540,041",
2017,Romania,Number,Personal reasons,1 night or over,Europe,"17,242,149",
2017,Romania,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"17,182,938",
2017,Romania,Number,Personal reasons,From 1 to 3 nights,Europe,"11,144,578",
2017,Romania,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"11,130,231",
2017,Romania,Number,Personal reasons,4 nights or over,Europe,"6,097,571",
2017,Romania,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"6,052,707",
2017,Romania,Number,"Professional, business",1 night or over,Europe,"631,666",
2017,Romania,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"630,766",
2017,Romania,Number,"Professional, business",From 1 to 3 nights,Europe,"143,432",
2017,Romania,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"143,432",
2017,Romania,Number,"Professional, business",4 nights or over,Europe,"488,234",
2017,Romania,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"487,334",
2017,Romania,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Romania,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Romania,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Romania,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Romania,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Romania,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Slovenia,Number,Total,1 night or over,Europe,"4,749,432",
2017,Slovenia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"4,428,294",
2017,Slovenia,Number,Total,From 1 to 3 nights,Europe,"3,104,025",
2017,Slovenia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,927,252",
2017,Slovenia,Number,Total,4 nights or over,Europe,"1,645,407",
2017,Slovenia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"1,501,042",
2017,Slovenia,Number,Personal reasons,1 night or over,Europe,"4,226,487",
2017,Slovenia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"3,969,077",
2017,Slovenia,Number,Personal reasons,From 1 to 3 nights,Europe,"2,693,797",
2017,Slovenia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,565,847",
2017,Slovenia,Number,Personal reasons,4 nights or over,Europe,"1,532,690",
2017,Slovenia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"1,403,230",
2017,Slovenia,Number,"Professional, business",1 night or over,Europe,"522,945",
2017,Slovenia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"459,217",
2017,Slovenia,Number,"Professional, business",From 1 to 3 nights,Europe,"410,228",
2017,Slovenia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"361,405",
2017,Slovenia,Number,"Professional, business",4 nights or over,Europe,"112,717",
2017,Slovenia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"97,812",
2017,Slovenia,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Slovenia,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Slovenia,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Slovenia,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Slovenia,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Slovenia,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Slovakia,Number,Total,1 night or over,Europe,"10,754,453",
2017,Slovakia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"10,531,489",
2017,Slovakia,Number,Total,From 1 to 3 nights,Europe,"6,982,216",
2017,Slovakia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"6,968,802",
2017,Slovakia,Number,Total,4 nights or over,Europe,"3,772,238",
2017,Slovakia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"3,562,687",
2017,Slovakia,Number,Personal reasons,1 night or over,Europe,"9,169,625",
2017,Slovakia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"8,973,592",
2017,Slovakia,Number,Personal reasons,From 1 to 3 nights,Europe,"5,483,276",
2017,Slovakia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"5,469,862",
2017,Slovakia,Number,Personal reasons,4 nights or over,Europe,"3,686,350",
2017,Slovakia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"3,503,730",
2017,Slovakia,Number,"Professional, business",1 night or over,Europe,"1,584,828",
2017,Slovakia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"1,557,897",
2017,Slovakia,Number,"Professional, business",From 1 to 3 nights,Europe,"1,498,940",
2017,Slovakia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,498,940",
2017,Slovakia,Number,"Professional, business",4 nights or over,Europe,:,c
2017,Slovakia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,c
2017,Slovakia,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Slovakia,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Slovakia,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Slovakia,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Slovakia,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Slovakia,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Finland,Number,Total,1 night or over,Europe,"38,809,505",
2017,Finland,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"37,940,987",
2017,Finland,Number,Total,From 1 to 3 nights,Europe,"29,577,804",
2017,Finland,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"29,128,424",
2017,Finland,Number,Total,4 nights or over,Europe,"9,231,701",
2017,Finland,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"8,812,563",
2017,Finland,Number,Personal reasons,1 night or over,Europe,"33,438,672",
2017,Finland,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"32,768,297",
2017,Finland,Number,Personal reasons,From 1 to 3 nights,Europe,"24,956,040",
2017,Finland,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"24,663,532",
2017,Finland,Number,Personal reasons,4 nights or over,Europe,"8,482,632",
2017,Finland,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"8,104,765",
2017,Finland,Number,"Professional, business",1 night or over,Europe,"5,370,833",
2017,Finland,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"5,172,690",
2017,Finland,Number,"Professional, business",From 1 to 3 nights,Europe,"4,621,764",
2017,Finland,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"4,464,891",
2017,Finland,Number,"Professional, business",4 nights or over,Europe,"749,069",
2017,Finland,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"707,798",
2017,Finland,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Finland,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Finland,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Finland,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Finland,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Finland,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Sweden,Number,Total,1 night or over,Europe,"56,233,172",b
2017,Sweden,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"53,683,742",b
2017,Sweden,Number,Total,From 1 to 3 nights,Europe,"33,907,762",b
2017,Sweden,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"32,660,938",b
2017,Sweden,Number,Total,4 nights or over,Europe,"22,325,409",b
2017,Sweden,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"21,022,804",b
2017,Sweden,Number,Personal reasons,1 night or over,Europe,"45,513,291",b
2017,Sweden,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"43,567,312",b
2017,Sweden,Number,Personal reasons,From 1 to 3 nights,Europe,"25,212,389",b
2017,Sweden,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"24,444,249",b
2017,Sweden,Number,Personal reasons,4 nights or over,Europe,"20,300,903",b
2017,Sweden,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"19,123,062",b
2017,Sweden,Number,"Professional, business",1 night or over,Europe,"10,719,880",b
2017,Sweden,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"10,116,430",b
2017,Sweden,Number,"Professional, business",From 1 to 3 nights,Europe,"8,695,374",b
2017,Sweden,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"8,216,689",b
2017,Sweden,Number,"Professional, business",4 nights or over,Europe,"2,024,507",b
2017,Sweden,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"1,899,741",b
2017,Sweden,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Sweden,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Sweden,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Sweden,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Sweden,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Sweden,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Total,1 night or over,Europe,:,
2017,United Kingdom,Number,Total,1 night or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Total,From 1 to 3 nights,Europe,:,
2017,United Kingdom,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Total,4 nights or over,Europe,:,
2017,United Kingdom,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Personal reasons,1 night or over,Europe,:,
2017,United Kingdom,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Personal reasons,From 1 to 3 nights,Europe,:,
2017,United Kingdom,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Personal reasons,4 nights or over,Europe,:,
2017,United Kingdom,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,"Professional, business",1 night or over,Europe,:,
2017,United Kingdom,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,"Professional, business",From 1 to 3 nights,Europe,:,
2017,United Kingdom,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,"Professional, business",4 nights or over,Europe,:,
2017,United Kingdom,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,United Kingdom,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,United Kingdom,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,United Kingdom,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,United Kingdom,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Norway,Number,Total,1 night or over,Europe,"22,376,436",
2017,Norway,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"6,973,158",
2017,Norway,Number,Total,From 1 to 3 nights,Europe,"13,720,471",
2017,Norway,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,645,282",
2017,Norway,Number,Total,4 nights or over,Europe,"8,655,966",
2017,Norway,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"4,327,876",
2017,Norway,Number,Personal reasons,1 night or over,Europe,"17,628,019",
2017,Norway,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"5,972,486",
2017,Norway,Number,Personal reasons,From 1 to 3 nights,Europe,"9,811,141",
2017,Norway,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,940,347",
2017,Norway,Number,Personal reasons,4 nights or over,Europe,"7,816,877",
2017,Norway,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"4,032,139",
2017,Norway,Number,"Professional, business",1 night or over,Europe,"4,748,418",
2017,Norway,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"1,000,672",
2017,Norway,Number,"Professional, business",From 1 to 3 nights,Europe,"3,909,329",
2017,Norway,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"704,935",
2017,Norway,Number,"Professional, business",4 nights or over,Europe,"839,088",
2017,Norway,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"295,737",
2017,Norway,Number,Visits to friends and relatives,1 night or over,Europe,:,
2017,Norway,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2017,Norway,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2017,Norway,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2017,Norway,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2017,Norway,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2017,Switzerland,Number,Total,1 night or over,Europe,"20,426,519",
2017,Switzerland,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"13,191,588",
2017,Switzerland,Number,Total,From 1 to 3 nights,Europe,"9,642,004",
2017,Switzerland,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"5,231,932",
2017,Switzerland,Number,Total,4 nights or over,Europe,"10,784,515",
2017,Switzerland,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"7,959,657",
2017,Switzerland,Number,Personal reasons,1 night or over,Europe,"19,151,744",
2017,Switzerland,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"12,353,865",
2017,Switzerland,Number,Personal reasons,From 1 to 3 nights,Europe,"8,590,083",
2017,Switzerland,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"4,568,582",
2017,Switzerland,Number,Personal reasons,4 nights or over,Europe,"10,561,661",
2017,Switzerland,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"7,785,283",
